1299,20.91,224.62
1300,20.78,212.50
1301,21.19,225.25
1302,21.27,226.75
1303,21.38,206.62
1304,22.41,214.75
1305,22.81,224.50
1306,21.56,234.75
1307,20.75,234.38
1308,22.83,251.12
1309,21.61,219.75
1310,22.94,256.50
1311,22.61,212.50
1312,22.27,214.88
1313,20.89,207.50
1314,20.73,233.75
1315,22.52,212.00
1316,20.98,207.75
1317,22.14,210.38
1318,21.72,218.12
1319,21.16,233.38
1320,23.09,231.75
1321,21.83,246.50
1322,25.58,224.00
1323,23.77,233.62
1324,23.22,246.12
1325,22.31,222.38
1326,22.16,234.62
1327,21.64,224.75
1328,21.22,232.62
1329,22.56,220.88
1330,22.02,235.38
1331,21.30,235.88
1332,22.94,243.25
1333,20.73,217.38
1334,21.53,241.75
1335,24.20,233.00
1336,22.75,231.00
1337,21.05,233.25
1338,22.28,221.88
1339,22.59,231.75
1340,21.36,225.62
1341,21.70,223.75
1342,21.19,240.00
1343,22.08,231.75
1344,22.22,240.38
1345,22.08,233.88
1346,22.72,225.00
1347,22.17,234.00
1348,22.38,216.75
1349,21.56,238.50
1350,21.62,226.25
1351,22.89,213.88
1352,20.64,228.62
1353,21.67,213.12
1354,21.34,233.62
1355,21.70,243.62
1356,23.33,257.75
1357,21.56,244.12
1358,22.14,224.12
1359,22.41,229.62
1360,61.91,217.38
1361,25.50,231.00
1362,22.62,214.12
